gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000030357.10	chr6_128433793_128434304_-	chr6	128434304	128433793	-	708
ENSMUSG00000030357.10	chr6_128434461_128434751_-	chr6	128434751	128434461	-	602
ENSMUSG00000030357.10	chr6_128434872_128435713_-	chr6	128435713	128434872	-	684
ENSMUSG00000030357.10	chr6_128435856_128436569_-	chr6	128436569	128435856	-	582
ENSMUSG00000030357.10	chr6_128436714_128438405_-	chr6	128438405	128436714	-	445
ENSMUSG00000030224.10	chr6_137735466_137736329_+	chr6	137735466	137736329	+	95
ENSMUSG00000030224.10	chr6_137736465_137739357_+	chr6	137736465	137739357	+	192
ENSMUSG00000030224.10	chr6_137739439_137739754_+	chr6	137739439	137739754	+	473
ENSMUSG00000030224.10	chr6_137739827_137741302_+	chr6	137739827	137741302	+	312
ENSMUSG00000030224.10	chr6_137741399_137741951_+	chr6	137741399	137741951	+	239
ENSMUSG00000030224.10	chr6_137742089_137745506_+	chr6	137742089	137745506	+	442
ENSMUSG00000030224.10	chr6_137745643_137748686_+	chr6	137745643	137748686	+	212
ENSMUSG00000030224.10	chr6_137748836_137749363_+	chr6	137748836	137749363	+	217
ENSMUSG00000030224.10	chr6_137749429_137750550_+	chr6	137749429	137750550	+	224
ENSMUSG00000035585.16	chr7_3694844_3694977_+	chr7	3694844	3694977	+	404
ENSMUSG00000035585.16	chr7_3695621_3700527_+	chr7	3695621	3700527	+	335
ENSMUSG00000005566.14	chr7_13028135_13028407_+	chr7	13028135	13028407	+	39
ENSMUSG00000005566.14	chr7_13029124_13029206_+	chr7	13029124	13029206	+	60
ENSMUSG00000005566.14	chr7_13030375_13030454_+	chr7	13030375	13030454	+	84
ENSMUSG00000005566.14	chr7_13030592_13030688_+	chr7	13030592	13030688	+	81
ENSMUSG00000041560.12	chr7_15937889_15938173_-	chr7	15938173	15937889	-	219
ENSMUSG00000041560.12	chr7_15938230_15938351_-	chr7	15938351	15938230	-	338
ENSMUSG00000041560.12	chr7_15938428_15938910_-	chr7	15938910	15938428	-	314
ENSMUSG00000041560.12	chr7_15938977_15939088_-	chr7	15939088	15938977	-	400
ENSMUSG00000041560.12	chr7_15939264_15939453_-	chr7	15939453	15939264	-	215
ENSMUSG00000041560.12	chr7_15939654_15939728_-	chr7	15939728	15939654	-	287
ENSMUSG00000041560.12	chr7_15939833_15940137_-	chr7	15940137	15939833	-	241
ENSMUSG00000041560.12	chr7_15940233_15941739_-	chr7	15941739	15940233	-	237
ENSMUSG00000041560.12	chr7_15945354_15945829_-	chr7	15945829	15945354	-	224
ENSMUSG00000041560.12	chr7_15941810_15942174_-	chr7	15942174	15941810	-	300
ENSMUSG00000041560.12	chr7_15942374_15942788_-	chr7	15942788	15942374	-	290
ENSMUSG00000041560.12	chr7_15942897_15945289_-	chr7	15945289	15942897	-	161
ENSMUSG00000044709.6	chr7_19565676_19573308_-	chr7	19573308	19565676	-	450
ENSMUSG00000005447.12	chr7_25295376_25296120_-	chr7	25296120	25295376	-	174
ENSMUSG00000005447.12	chr7_25296243_25296320_-	chr7	25296320	25296243	-	303
ENSMUSG00000005447.12	chr7_25296437_25297085_-	chr7	25297085	25296437	-	178
ENSMUSG00000005447.12	chr7_25297175_25297371_-	chr7	25297371	25297175	-	244
ENSMUSG00000061479.15	chr7_27187364_27188865_-	chr7	27188865	27187364	-	130
ENSMUSG00000061479.15	chr7_27188954_27189358_-	chr7	27189358	27188954	-	231
ENSMUSG00000030595.15	chr7_28759204_28759826_-	chr7	28759826	28759204	-	87
ENSMUSG00000030595.15	chr7_28760096_28760176_-	chr7	28760176	28760096	-	135
ENSMUSG00000030595.15	chr7_28760265_28761601_-	chr7	28761601	28760265	-	101
ENSMUSG00000030595.15	chr7_28761935_28762025_-	chr7	28762025	28761935	-	91
ENSMUSG00000030595.15	chr7_28762131_28766243_-	chr7	28766243	28762131	-	74
ENSMUSG00000052997.15	chr7_34146301_34147519_-	chr7	34147519	34146301	-	174
ENSMUSG00000052997.15	chr7_34147675_34150787_-	chr7	34150787	34147675	-	79
ENSMUSG00000052997.15	chr7_34154644_34155884_-	chr7	34155884	34154644	-	150
ENSMUSG00000052997.15	chr7_34155984_34157242_-	chr7	34157242	34155984	-	151
ENSMUSG00000052997.15	chr7_34157364_34157978_-	chr7	34157978	34157364	-	76
ENSMUSG00000052997.15	chr7_34158046_34158817_-	chr7	34158817	34158046	-	89
ENSMUSG00000052997.15	chr7_34161637_34163153_-	chr7	34163153	34161637	-	153
ENSMUSG00000052997.15	chr7_34163218_34164384_-	chr7	34164384	34163218	-	172
ENSMUSG00000052997.15	chr7_34165485_34168372_-	chr7	34168372	34165485	-	32
ENSMUSG00000052997.15	chr7_34141466_34142737_-	chr7	34142737	34141466	-	59
ENSMUSG00000052997.15	chr7_34142874_34144489_-	chr7	34144489	34142874	-	103
ENSMUSG00000052997.15	chr7_34144595_34146204_-	chr7	34146204	34144595	-	148
ENSMUSG00000052997.15	chr7_34150900_34150994_-	chr7	34150994	34150900	-	127
ENSMUSG00000052997.15	chr7_34151088_34154483_-	chr7	34154483	34151088	-	180
ENSMUSG00000052997.15	chr7_34158939_34161536_-	chr7	34161536	34158939	-	96
ENSMUSG00000052997.15	chr7_34164455_34165401_-	chr7	34165401	34164455	-	90
ENSMUSG00000008140.17	chr7_44492048_44492143_-	chr7	44492143	44492048	-	385
ENSMUSG00000008140.17	chr7_44492325_44492553_-	chr7	44492553	44492325	-	387
ENSMUSG00000008140.17	chr7_44493299_44494807_-	chr7	44494807	44493299	-	256
ENSMUSG00000008140.17	chr7_44494880_44496255_-	chr7	44496255	44494880	-	398
ENSMUSG00000008140.17	chr7_44492658_44493189_-	chr7	44493189	44492658	-	272
ENSMUSG00000008140.17	chr7_44490970_44491954_-	chr7	44491954	44490970	-	124
ENSMUSG00000109324.2	chr7_44979525_44981586_-	chr7	44981586	44979525	-	59
ENSMUSG00000007833.15	chr7_45142102_45142779_-	chr7	45142779	45142102	-	64
ENSMUSG00000007833.15	chr7_45142902_45143112_-	chr7	45143112	45142902	-	74
ENSMUSG00000007833.15	chr7_45143298_45144512_-	chr7	45144512	45143298	-	98
ENSMUSG00000007833.15	chr7_45144714_45144866_-	chr7	45144866	45144714	-	137
ENSMUSG00000007833.15	chr7_45145606_45145684_-	chr7	45145684	45145606	-	68
ENSMUSG00000007833.15	chr7_45145790_45145902_-	chr7	45145902	45145790	-	176
ENSMUSG00000007833.15	chr7_45146039_45146193_-	chr7	45146193	45146039	-	60
ENSMUSG00000007833.15	chr7_45146808_45147161_-	chr7	45147161	45146808	-	80
ENSMUSG00000007833.15	chr7_45147314_45147398_-	chr7	45147398	45147314	-	127
ENSMUSG00000063511.11	chr7_45392133_45392262_-	chr7	45392262	45392133	-	144
ENSMUSG00000063511.11	chr7_45392325_45394658_-	chr7	45394658	45392325	-	279
ENSMUSG00000063511.11	chr7_45394815_45395508_-	chr7	45395508	45394815	-	142
ENSMUSG00000063511.11	chr7_45383885_45387242_-	chr7	45387242	45383885	-	335
ENSMUSG00000063511.11	chr7_45387453_45392078_-	chr7	45392078	45387453	-	145
ENSMUSG00000063511.11	chr7_45377278_45377355_-	chr7	45377355	45377278	-	164
ENSMUSG00000063511.11	chr7_45377443_45380716_-	chr7	45380716	45377443	-	176
ENSMUSG00000030512.13	chr7_66063845_66069166_+	chr7	66063845	66069166	+	131
ENSMUSG00000030512.13	chr7_66070665_66071231_+	chr7	66070665	66071231	+	95
ENSMUSG00000030512.13	chr7_66071325_66074321_+	chr7	66071325	66074321	+	141
ENSMUSG00000030541.16	chr7_80095713_80095798_-	chr7	80095798	80095713	-	285
ENSMUSG00000030541.16	chr7_80095896_80096022_-	chr7	80096022	80095896	-	361
ENSMUSG00000030541.16	chr7_80096135_80097803_-	chr7	80097803	80096135	-	306
ENSMUSG00000038646.13	chr7_81763056_81767526_+	chr7	81763056	81767526	+	148
ENSMUSG00000038646.13	chr7_81767723_81768368_+	chr7	81767723	81768368	+	162
ENSMUSG00000030842.12	chr7_101906040_101909663_+	chr7	101906040	101909663	+	339
ENSMUSG00000030842.12	chr7_101909809_101910028_+	chr7	101909809	101910028	+	592
ENSMUSG00000030842.12	chr7_101910106_101910419_+	chr7	101910106	101910419	+	850
ENSMUSG00000030842.12	chr7_101910546_101911272_+	chr7	101910546	101911272	+	720
ENSMUSG00000030879.10	chr7_105810144_105810449_-	chr7	105810449	105810144	-	119
ENSMUSG00000030879.10	chr7_105810518_105810807_-	chr7	105810807	105810518	-	167
ENSMUSG00000030870.12	chr7_122067484_122067663_+	chr7	122067484	122067663	+	53
ENSMUSG00000030870.12	chr7_122067993_122068780_+	chr7	122067993	122068780	+	72
ENSMUSG00000030870.12	chr7_122072015_122076107_+	chr7	122072015	122076107	+	82
ENSMUSG00000030697.7	chr7_126786291_126786371_-	chr7	126786371	126786291	-	976
ENSMUSG00000030697.7	chr7_126786561_126787219_-	chr7	126787219	126786561	-	1108
ENSMUSG00000030697.7	chr7_126787346_126787436_-	chr7	126787436	126787346	-	1077
ENSMUSG00000030697.7	chr7_126787610_126788116_-	chr7	126788116	126787610	-	954
ENSMUSG00000030697.7	chr7_126788218_126788383_-	chr7	126788383	126788218	-	1062
ENSMUSG00000030697.7	chr7_126788434_126789023_-	chr7	126789023	126788434	-	934
ENSMUSG00000030697.7	chr7_126789075_126792060_-	chr7	126792060	126789075	-	547
ENSMUSG00000030697.7	chr7_126792223_126792422_-	chr7	126792422	126792223	-	485
ENSMUSG00000000486.13	chr7_127215969_127216689_-	chr7	127216689	127215969	-	257
ENSMUSG00000000486.13	chr7_127216807_127216900_-	chr7	127216900	127216807	-	366
ENSMUSG00000000486.13	chr7_127218231_127218406_-	chr7	127218406	127218231	-	170
ENSMUSG00000030805.14	chr7_127848667_127848750_+	chr7	127848667	127848750	+	118
ENSMUSG00000030802.14	chr7_127904169_127904762_+	chr7	127904169	127904762	+	97
ENSMUSG00000030802.14	chr7_127905125_127905221_+	chr7	127905125	127905221	+	236
ENSMUSG00000030802.14	chr7_127905290_127905369_+	chr7	127905290	127905369	+	127
ENSMUSG00000030802.14	chr7_127905480_127905748_+	chr7	127905480	127905748	+	208
ENSMUSG00000030802.14	chr7_127905796_127905872_+	chr7	127905796	127905872	+	220
ENSMUSG00000030802.14	chr7_127905992_127906071_+	chr7	127905992	127906071	+	181
ENSMUSG00000030802.14	chr7_127906170_127906348_+	chr7	127906170	127906348	+	137
ENSMUSG00000030802.14	chr7_127906422_127907218_+	chr7	127906422	127907218	+	336
ENSMUSG00000030802.14	chr7_127907347_127907441_+	chr7	127907347	127907441	+	229
ENSMUSG00000030802.14	chr7_127907531_127907920_+	chr7	127907531	127907920	+	342
ENSMUSG00000030802.14	chr7_127908079_127908166_+	chr7	127908079	127908166	+	125
ENSMUSG00000030793.4	chr7_127992965_127993114_-	chr7	127993114	127992965	-	768
ENSMUSG00000030793.4	chr7_127993171_127993382_-	chr7	127993382	127993171	-	827
ENSMUSG00000040331.16	chr7_130532692_130533576_-	chr7	130533576	130532692	-	187
ENSMUSG00000040331.16	chr7_130533666_130533769_-	chr7	130533769	130533666	-	145
ENSMUSG00000040331.16	chr7_130533861_130535523_-	chr7	130535523	130533861	-	145
ENSMUSG00000040331.16	chr7_130535572_130536982_-	chr7	130536982	130535572	-	175
ENSMUSG00000040331.16	chr7_130537077_130538161_-	chr7	130538161	130537077	-	168
ENSMUSG00000040331.16	chr7_130538252_130539010_-	chr7	130539010	130538252	-	143
ENSMUSG00000040331.16	chr7_130539110_130539813_-	chr7	130539813	130539110	-	155
ENSMUSG00000040331.16	chr7_130539965_130542679_-	chr7	130542679	130539965	-	176
ENSMUSG00000040331.16	chr7_130542810_130545894_-	chr7	130545894	130542810	-	252
ENSMUSG00000040331.16	chr7_130545972_130546991_-	chr7	130546991	130545972	-	168
ENSMUSG00000031068.8	chr7_137437771_137444978_+	chr7	137437771	137444978	+	124
ENSMUSG00000031068.8	chr7_137445087_137452696_+	chr7	137445087	137452696	+	321
ENSMUSG00000031068.8	chr7_137452771_137453412_+	chr7	137452771	137453412	+	187
ENSMUSG00000031068.8	chr7_137453614_137459122_+	chr7	137453614	137459122	+	201
ENSMUSG00000031068.8	chr7_137459295_137459480_+	chr7	137459295	137459480	+	225
ENSMUSG00000031068.8	chr7_137459542_137461345_+	chr7	137459542	137461345	+	180
ENSMUSG00000031068.8	chr7_137461403_137462960_+	chr7	137461403	137462960	+	201
ENSMUSG00000031068.8	chr7_137463013_137464097_+	chr7	137463013	137464097	+	186
ENSMUSG00000031068.8	chr7_137464137_137464414_+	chr7	137464137	137464414	+	190
ENSMUSG00000031068.8	chr7_137464507_137467932_+	chr7	137464507	137467932	+	387
ENSMUSG00000031578.5	chr8_31161835_31163030_-	chr8	31163030	31161835	-	102
ENSMUSG00000031578.5	chr8_31166213_31166373_-	chr8	31166373	31166213	-	92
ENSMUSG00000031578.5	chr8_31166632_31166709_-	chr8	31166709	31166632	-	80
ENSMUSG00000031578.5	chr8_31166759_31168664_-	chr8	31168664	31166759	-	72
ENSMUSG00000002345.18	chr8_70141976_70142473_+	chr8	70141976	70142473	+	198
ENSMUSG00000002345.18	chr8_70142538_70145023_+	chr8	70142538	70145023	+	240
ENSMUSG00000002345.18	chr8_70145134_70145810_+	chr8	70145134	70145810	+	264
ENSMUSG00000002345.18	chr8_70145890_70147089_+	chr8	70145890	70147089	+	275
ENSMUSG00000058833.11	chr8_70504509_70504983_-	chr8	70504983	70504509	-	167
ENSMUSG00000058833.11	chr8_70505060_70505755_-	chr8	70505755	70505060	-	224
ENSMUSG00000058833.11	chr8_70505960_70506496_-	chr8	70506496	70505960	-	224
ENSMUSG00000058833.11	chr8_70506579_70506661_-	chr8	70506661	70506579	-	351
ENSMUSG00000070003.7	chr8_70598908_70598992_-	chr8	70598992	70598908	-	240
ENSMUSG00000070003.7	chr8_70599028_70599117_-	chr8	70599117	70599028	-	193
ENSMUSG00000031848.15	chr8_70673457_70676554_+	chr8	70673457	70676554	+	360
ENSMUSG00000031848.15	chr8_70676596_70677777_+	chr8	70676596	70677777	+	373
ENSMUSG00000031848.15	chr8_70677876_70677953_+	chr8	70677876	70677953	+	477
ENSMUSG00000031848.15	chr8_70678134_70678359_+	chr8	70678134	70678359	+	301
ENSMUSG00000005483.10	chr8_83608542_83609813_+	chr8	83608542	83609813	+	390
ENSMUSG00000005483.10	chr8_83610394_83610588_+	chr8	83610394	83610588	+	930
ENSMUSG00000005481.18	chr8_83719939_83720548_+	chr8	83719939	83720548	+	414
ENSMUSG00000005481.18	chr8_83720641_83720956_+	chr8	83720641	83720956	+	570
ENSMUSG00000005481.18	chr8_83722793_83722886_+	chr8	83722793	83722886	+	201
ENSMUSG00000005481.18	chr8_83715337_83719386_+	chr8	83715337	83719386	+	238
ENSMUSG00000005481.18	chr8_83719598_83719811_+	chr8	83719598	83719811	+	320
ENSMUSG00000005481.18	chr8_83721140_83721733_+	chr8	83721140	83721733	+	262
ENSMUSG00000005481.18	chr8_83721852_83722229_+	chr8	83721852	83722229	+	532
ENSMUSG00000005481.18	chr8_83722361_83722448_+	chr8	83722361	83722448	+	393
ENSMUSG00000005481.18	chr8_83722558_83722648_+	chr8	83722558	83722648	+	353
ENSMUSG00000005481.18	chr8_83723034_83723124_+	chr8	83723034	83723124	+	379
ENSMUSG00000003813.15	chr8_84835674_84835754_-	chr8	84835754	84835674	-	120
ENSMUSG00000003813.15	chr8_84835919_84837459_-	chr8	84837459	84835919	-	224
ENSMUSG00000003813.15	chr8_84837767_84838006_-	chr8	84838006	84837767	-	216
ENSMUSG00000003813.15	chr8_84838134_84838272_-	chr8	84838272	84838134	-	197
ENSMUSG00000003813.15	chr8_84838328_84838468_-	chr8	84838468	84838328	-	212
ENSMUSG00000031783.10	chr8_94862689_94862809_+	chr8	94862689	94862809	+	282
ENSMUSG00000031783.10	chr8_94857641_94857746_+	chr8	94857641	94857746	+	136
ENSMUSG00000031783.10	chr8_94857796_94860243_+	chr8	94857796	94860243	+	111
ENSMUSG00000008450.8	chr8_105860705_105875533_+	chr8	105860705	105875533	+	308
ENSMUSG00000008450.8	chr8_105875658_105876353_+	chr8	105875658	105876353	+	263
ENSMUSG00000008450.8	chr8_105876425_105876509_+	chr8	105876425	105876509	+	378
ENSMUSG00000008450.8	chr8_105876608_105878804_+	chr8	105876608	105878804	+	348
ENSMUSG00000031729.6	chr8_109676850_109677485_-	chr8	109677485	109676850	-	191
ENSMUSG00000031729.6	chr8_109677686_109678854_-	chr8	109678854	109677686	-	87
ENSMUSG00000031729.6	chr8_109678965_109679423_-	chr8	109679423	109678965	-	208
ENSMUSG00000031729.6	chr8_109679507_109682106_-	chr8	109682106	109679507	-	98
ENSMUSG00000031729.6	chr8_109683778_109693183_-	chr8	109693183	109683778	-	65
ENSMUSG00000035569.17	chr8_122916045_122974728_-	chr8	122974728	122916045	-	40
ENSMUSG00000032002.10	chr9_7184882_7186767_+	chr9	7184882	7186767	+	63
ENSMUSG00000032002.10	chr9_7186859_7188745_+	chr9	7186859	7188745	+	115
ENSMUSG00000032002.10	chr9_7188816_7189161_+	chr9	7188816	7189161	+	70
ENSMUSG00000032002.10	chr9_7205400_7206719_+	chr9	7205400	7206719	+	48
ENSMUSG00000004096.9	chr9_14500781_14501915_+	chr9	14500781	14501915	+	122
ENSMUSG00000004096.9	chr9_14502054_14502813_+	chr9	14502054	14502813	+	175
ENSMUSG00000004096.9	chr9_14502926_14503597_+	chr9	14502926	14503597	+	145
ENSMUSG00000004096.9	chr9_14504940_14507850_+	chr9	14504940	14507850	+	147
ENSMUSG00000004096.9	chr9_14507969_14510199_+	chr9	14507969	14510199	+	188
ENSMUSG00000032171.7	chr9_20652197_20655361_+	chr9	20652197	20655361	+	257
ENSMUSG00000032171.7	chr9_20655580_20662297_+	chr9	20655580	20662297	+	185
ENSMUSG00000032171.7	chr9_20662408_20663174_+	chr9	20662408	20663174	+	300
ENSMUSG00000032187.16	chr9_21639391_21640911_+	chr9	21639391	21640911	+	103
ENSMUSG00000013822.7	chr9_22113679_22113807_-	chr9	22113807	22113679	-	204
ENSMUSG00000032035.15	chr9_32730255_32732948_+	chr9	32730255	32732948	+	279
ENSMUSG00000032094.8	chr9_44985188_44985603_+	chr9	44985188	44985603	+	568
ENSMUSG00000032094.8	chr9_44985735_44986056_+	chr9	44985735	44986056	+	571
ENSMUSG00000032094.8	chr9_44986100_44986272_+	chr9	44986100	44986272	+	546
ENSMUSG00000032249.14	chr9_62371869_62372061_+	chr9	62371869	62372061	+	370
ENSMUSG00000032249.14	chr9_62372184_62373484_+	chr9	62372184	62373484	+	587
ENSMUSG00000032249.14	chr9_62341554_62371719_+	chr9	62341554	62371719	+	444
ENSMUSG00000032249.14	chr9_62373677_62374653_+	chr9	62373677	62374653	+	374
ENSMUSG00000032199.13	chr9_71479540_71481341_-	chr9	71481341	71479540	-	187
ENSMUSG00000032199.13	chr9_71481546_71483166_-	chr9	71483166	71481546	-	145
ENSMUSG00000032803.15	chr9_103364051_103365053_-	chr9	103365053	103364051	-	98
ENSMUSG00000010067.13	chr9_107558067_107558186_+	chr9	107558067	107558186	+	74
ENSMUSG00000010067.13	chr9_107558302_107561398_+	chr9	107558302	107561398	+	76
ENSMUSG00000032604.16	chr9_108514635_108514745_+	chr9	108514635	108514745	+	145
ENSMUSG00000032604.16	chr9_108514873_108514966_+	chr9	108514873	108514966	+	87
ENSMUSG00000032604.16	chr9_108515033_108515106_+	chr9	108515033	108515106	+	65
ENSMUSG00000032604.16	chr9_108515232_108515795_+	chr9	108515232	108515795	+	114
ENSMUSG00000032604.16	chr9_108508986_108509148_+	chr9	108508986	108509148	+	46
ENSMUSG00000019039.14	chr9_108572461_108572550_+	chr9	108572461	108572550	+	228
ENSMUSG00000031158.11	chrX_7906391_7906487_+	chrX	7906391	7906487	+	77
ENSMUSG00000031167.16	chrX_8142955_8143250_-	chrX	8143250	8142955	-	1185
ENSMUSG00000031167.16	chrX_8143751_8143847_-	chrX	8143847	8143751	-	1240
ENSMUSG00000031167.16	chrX_8143947_8144572_-	chrX	8144572	8143947	-	992
ENSMUSG00000031167.16	chrX_8144679_8144954_-	chrX	8144954	8144679	-	806
ENSMUSG00000031167.16	chrX_8145072_8145637_-	chrX	8145637	8145072	-	705
ENSMUSG00000001924.15	chrX_20681514_20681902_+	chrX	20681514	20681902	+	167
ENSMUSG00000001924.15	chrX_20682004_20682108_+	chrX	20682004	20682108	+	282
ENSMUSG00000001924.15	chrX_20682209_20682377_+	chrX	20682209	20682377	+	153
ENSMUSG00000031422.16	chrX_136734501_136735545_-	chrX	136735545	136734501	-	123
ENSMUSG00000031422.16	chrX_136735622_136739804_-	chrX	136739804	136735622	-	80
ENSMUSG00000031422.16	chrX_136739894_136741209_-	chrX	136741209	136739894	-	112
ENSMUSG00000041133.11	chrX_152022934_152023038_+	chrX	152022934	152023038	+	180
ENSMUSG00000041133.11	chrX_152023151_152026237_+	chrX	152023151	152026237	+	168
ENSMUSG00000041133.11	chrX_152036248_152036340_+	chrX	152036248	152036340	+	82
ENSMUSG00000041133.11	chrX_152036478_152037369_+	chrX	152036478	152037369	+	142
ENSMUSG00000067194.6	chrX_159377562_159378538_+	chrX	159377562	159378538	+	311
ENSMUSG00000067194.6	chrX_159378589_159379729_+	chrX	159378589	159379729	+	423
ENSMUSG00000067194.6	chrX_159379811_159382687_+	chrX	159379811	159382687	+	367
ENSMUSG00000067194.6	chrX_159382779_159385407_+	chrX	159382779	159385407	+	295
ENSMUSG00000067194.6	chrX_159372415_159376380_+	chrX	159372415	159376380	+	287
ENSMUSG00000067194.6	chrX_159376464_159377458_+	chrX	159376464	159377458	+	209
ENSMUSG00000096768.7	chrY_90793417_90816348_+	chrY	90793417	90816348	+	349
ENSMUSG00000026353.9	chr1_128244552_128252202_+	chr1	128244552	128252202	+	183
ENSMUSG00000026353.9	chr1_128252305_128255432_+	chr1	128252305	128255432	+	194
ENSMUSG00000026353.9	chr1_128255461_128256118_+	chr1	128255461	128256118	+	143
ENSMUSG00000026353.9	chr1_128256237_128258831_+	chr1	128256237	128258831	+	161
ENSMUSG00000026353.9	chr1_128259003_128259443_+	chr1	128259003	128259443	+	401
ENSMUSG00000020088.10	chr10_61680413_61684879_+	chr10	61680413	61684879	+	108
ENSMUSG00000020088.10	chr10_61684953_61685065_+	chr10	61684953	61685065	+	210
ENSMUSG00000020088.10	chr10_61685185_61685553_+	chr10	61685185	61685553	+	118
ENSMUSG00000020088.10	chr10_61685619_61686374_+	chr10	61685619	61686374	+	106
ENSMUSG00000020088.10	chr10_61686478_61689773_+	chr10	61686478	61689773	+	86
ENSMUSG00000020088.10	chr10_61689905_61691284_+	chr10	61689905	61691284	+	89
ENSMUSG00000025357.8	chr10_128728157_128728255_-	chr10	128728255	128728157	-	449
ENSMUSG00000025357.8	chr10_128730703_128731067_-	chr10	128731067	128730703	-	370
ENSMUSG00000086841.1	chr11_62603023_62603234_+	chr11	62603023	62603234	+	103
ENSMUSG00000086841.1	chr11_62603282_62603596_+	chr11	62603282	62603596	+	146
ENSMUSG00000086841.1	chr11_62603646_62604402_+	chr11	62603646	62604402	+	119
ENSMUSG00000086841.1	chr11_62604466_62604654_+	chr11	62604466	62604654	+	165
